left_ear,right_ear,avg_ear,label,source,image_path
0.11715961976313478,0.1355735355235731,0.12636657764335393,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0001_01684_0_1_0_0_0_01.png
0.10110806847045231,0.11268090728951315,0.10689448787998274,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0006_00337_0_1_0_1_0_01.png
0.29586700653056036,0.416223893210958,0.35604544987075915,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0001_02876_0_1_1_0_1_01.png
0.2929710570283419,0.33396818368926023,0.3134696203588011,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0012_07839_0_0_1_1_0_02.png
0.3880092387602928,0.3356620760050528,0.3618356573826728,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0035_00160_0_1_1_2_1_02.png
0.17043757406236254,0.17996562011617717,0.17520159708926986,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0014_00091_0_0_0_0_0_01.png
0.17521708840462896,0.14049045289284876,0.15785377064873884,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0016_01319_1_0_0_0_1_01.png
0.09061121588242221,0.1779554757839949,0.13428334583320856,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0016_00200_1_0_0_0_1_01.png
0.08444245309071383,0.09445286909347501,0.08944766109209443,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0016_01282_1_0_0_1_1_01.png
0.31377862072885354,0.3638136746838423,0.3387961477063479,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0001_03045_0_1_1_2_0_01.png
0.40349162356962254,0.40435179293519474,0.40392170825240864,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0037_08561_1_0_1_0_0_01.png
0.09660791893170456,0.13445010808002442,0.11552901350586449,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0016_01488_1_0_0_0_1_01.png
0.31619946358729706,0.3555797928043434,0.33588962819582024,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0001_02720_0_1_1_2_0_01.png
0.3018279339251069,0.4077170652982589,0.3547724996116829,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0018_04369_0_1_1_2_0_01.png
0.15301610758082707,0.14277548336451176,0.1478957954726694,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0016_00278_1_0_0_0_1_01.png
0.38864060681284995,0.398924523124203,0.3937825649685265,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0012_04932_0_0_1_0_0_03.png
0.3398899486296532,0.40931567190669316,0.3746028102681732,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0014_07595_0_0_1_2_1_02.png
0.3072184276618513,0.4011432096991194,0.35418081868048534,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0019_06048_0_0_1_0_0_01.png
0.33923451535657295,0.41197046704339035,0.3756024911999817,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0012_07607_0_1_1_2_1_01.png
0.3550673633166898,0.36474988362965777,0.35990862347317376,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0001_02866_0_1_1_0_0_01.png
0.35557365645722855,0.3761599986933147,0.3658668275752716,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0019_06071_0_0_1_0_0_01.png
0.3263228178133107,0.40827775030105884,0.36730028405718473,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0034_00175_0_0_1_0_0_02.png
0.1494465072959871,0.17522980287366724,0.16233815508482718,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0037_00040_1_0_0_0_0_01.png
0.41779035845629553,0.30628863027557696,0.36203949436593624,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0012_07599_0_1_1_2_1_01.png
0.31750819735502184,0.37229433960203673,0.3449012684785293,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0014_06969_0_1_1_0_1_01.png
0.08059192275911893,0.18812790677935876,0.13435991476923884,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0016_00326_1_0_0_1_1_01.png
0.4006625121513393,0.33857811105418034,0.3696203116027598,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0001_03015_0_1_1_2_0_01.png
0.16876264703182164,0.11594632151644593,0.14235448427413377,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0001_01550_0_1_0_0_0_01.png
0.39635088093309656,0.34644921418943164,0.3714000475612641,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0019_06055_0_0_1_0_0_01.png
0.1470610548259356,0.14297618200891876,0.1450186184174272,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0037_00043_1_0_0_0_0_01.png
0.13778622658662104,0.13384374524826953,0.13581498591744529,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0013_01927_0_1_0_0_0_01.png
0.3267786188365224,0.40212991910002566,0.36445426896827404,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0014_08164_0_0_1_1_1_02.png
0.12308796745241411,0.1798955159548956,0.15149174170365487,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0006_00602_0_1_0_1_0_01.png
0.1407240614923085,0.1457391312906186,0.14323159639146354,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0016_00291_1_0_0_1_1_01.png
0.1732933834504914,0.118347105687505,0.1458202445689982,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0037_00267_1_0_0_0_0_01.png
0.32581495583992376,0.3622047171829252,0.34400983651142447,0,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Open_Eyes\s0034_00163_0_0_1_0_0_02.png
0.12472707575660352,0.1671632046272442,0.14594514019192387,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0016_00944_1_0_0_0_1_01.png
0.14598869129235464,0.16051951485098,0.1532541030716673,1,Kaggle Drowsiness Detection Dataset / MRL Eye Dataset,data\raw\mrl\train\Closed_Eyes\s0006_00349_0_1_0_1_0_01.png
